,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,utilities,land_slope,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,saleprice
407,707,902202150,190,1,50.0,6000,4,2,4,3,5,4,1954,1954,0.0,3,3,3,3,1,1,0.0,1,0.0,811.0,811.0,3,2,3,811,576,0,1387,0.0,0.0,2,0,3,2,4,7,4,0,1,1954.0,1,1.0,256.0,1,3,2,0,0,0,0,0,0,1,1,0,11,2009,93000
409,2034,903454010,70,1,60.0,6882,4,2,4,3,6,7,1914,2006,0.0,3,3,3,3,1,1,0.0,1,0.0,684.0,684.0,3,2,4,773,582,0,1355,0.0,0.0,1,1,3,1,4,7,4,0,1,1978.7077955601449,0,0.0,0.0,0,0,2,136,0,115,0,0,0,1,1,0,3,2007,127000
411,2176,908152070,20,3,69.0,7917,3,2,4,3,6,7,1976,1976,174.0,3,4,3,4,1,4,751.0,1,0.0,392.0,1143.0,3,2,4,1113,0,0,1113,1.0,0.0,1,1,3,1,3,6,4,1,2,1987.0,2,1.0,504.0,2,4,2,370,30,0,0,0,0,1,4,0,5,2007,148000
412,1549,910203020,30,1,71.0,6900,4,2,4,3,5,6,1940,1955,0.0,3,3,3,3,1,5,403.0,3,125.0,212.0,740.0,5,2,4,778,0,0,778,0.0,0.0,1,0,2,1,3,4,4,1,4,1966.0,3,1.0,924.0,3,5,2,0,25,0,0,0,0,1,1,0,2,2008,120500
413,909,909178160,50,3,60.0,9900,4,2,4,3,6,7,1940,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,778.0,778.0,3,2,4,944,545,0,1489,0.0,0.0,2,0,3,1,3,7,4,1,4,1940.0,1,1.0,240.0,1,3,2,335,0,0,0,0,0,1,2,0,7,2009,139500
414,892,908154040,20,3,86.0,13286,3,2,4,3,9,5,2007,2008,340.0,5,3,5,3,1,6,1234.0,1,0.0,464.0,1698.0,5,2,4,1698,0,0,1698,1.0,0.0,2,0,3,1,5,8,4,1,4,2007.0,3,3.0,768.0,3,3,2,327,64,0,0,0,0,1,1,0,2,2009,320000
415,2045,904100100,70,3,107.0,12888,4,3,4,3,7,8,1937,1980,0.0,3,4,3,3,1,5,288.0,1,0.0,717.0,1005.0,3,2,4,1262,1005,0,2267,1.0,0.0,1,1,3,1,3,7,4,2,4,1937.0,3,2.0,498.0,3,3,2,521,0,0,0,0,0,1,1,0,4,2007,219000
416,2927,923276100,20,3,69.0,8885,3,1,4,2,5,5,1983,1983,0.0,3,3,4,3,3,4,301.0,5,324.0,239.0,864.0,3,2,4,902,0,0,902,1.0,0.0,1,0,2,1,3,5,4,0,1,1983.0,1,2.0,484.0,1,3,2,164,0,0,0,0,0,1,3,0,6,2006,131000
417,1732,528221030,60,3,62.0,8857,3,2,4,3,6,5,2006,2006,0.0,4,3,4,3,1,1,0.0,1,0.0,738.0,738.0,5,2,4,738,757,0,1495,0.0,0.0,2,1,3,1,4,7,4,1,4,2006.0,2,2.0,440.0,2,3,2,100,30,0,0,0,0,1,1,0,3,2007,171925
418,998,527107090,20,3,53.0,14137,3,2,4,3,5,5,1996,1997,0.0,4,3,4,3,1,6,450.0,1,0.0,898.0,1348.0,4,2,4,1384,0,0,1384,1.0,0.0,2,0,3,1,4,7,4,0,1,1996.0,1,2.0,404.0,1,3,2,0,39,0,0,0,0,1,1,0,11,2008,177900
419,2203,909252170,70,3,53.0,6720,4,2,4,3,6,7,1921,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,585.0,585.0,3,0,4,851,585,0,1436,0.0,0.0,1,0,3,1,3,7,4,1,4,1992.0,1,1.0,228.0,1,3,2,184,0,0,0,0,0,1,1,0,4,2007,141500
420,356,527162120,60,3,60.0,7500,4,2,4,3,6,5,1998,1999,0.0,4,3,4,3,1,6,476.0,1,0.0,476.0,952.0,4,2,4,952,684,0,1636,1.0,0.0,2,1,3,1,3,7,4,1,3,1998.0,3,2.0,440.0,3,3,2,0,84,0,0,0,0,1,1,0,10,2009,191000
421,2475,531375100,20,3,63.0,13072,4,2,4,3,6,5,2004,2004,0.0,3,3,4,3,1,5,941.0,1,0.0,217.0,1158.0,5,2,4,1158,0,0,1158,1.0,0.0,1,1,3,1,4,5,4,0,1,2006.0,1,2.0,576.0,1,3,2,0,50,0,0,0,0,1,1,0,5,2006,158000
422,2264,916386170,20,3,67.0,10656,3,4,4,3,8,5,2006,2007,274.0,4,3,4,3,3,1,0.0,1,0.0,1638.0,1638.0,5,2,4,1646,0,0,1646,0.0,0.0,2,0,3,1,4,6,4,1,4,2007.0,2,3.0,870.0,2,3,2,192,80,0,0,0,0,1,1,0,11,2007,248900
423,2201,909252010,50,3,60.0,7200,4,2,4,3,5,7,1937,1950,252.0,3,3,4,3,1,5,569.0,1,0.0,162.0,731.0,5,2,4,981,787,0,1768,1.0,0.0,1,1,3,1,4,7,4,2,3,1939.0,1,1.0,240.0,1,3,2,0,0,264,0,0,0,1,3,0,6,2007,175000
424,2545,534400120,190,3,80.0,8800,4,2,4,3,6,7,1965,2000,0.0,3,4,3,3,2,5,901.0,4,252.0,34.0,1187.0,5,2,4,1565,0,0,1565,1.0,0.0,2,0,3,1,4,7,3,2,3,1965.0,2,1.0,299.0,2,3,2,200,25,211,0,0,0,1,3,460,6,2006,185900
425,2660,902325050,75,1,60.0,10800,4,2,4,3,7,7,1914,1970,0.0,3,3,4,3,2,3,390.0,1,0.0,490.0,880.0,2,0,4,880,888,0,1768,0.0,0.0,1,1,2,1,3,6,4,2,3,1914.0,1,2.0,320.0,1,3,0,0,341,0,0,0,0,1,1,0,10,2006,163000
427,1379,905103030,80,3,80.0,13014,4,2,4,3,6,5,1978,1978,39.0,3,3,3,3,3,5,528.0,1,0.0,480.0,1008.0,3,2,4,1096,0,0,1096,1.0,0.0,1,0,3,1,3,6,4,1,2,1978.0,1,2.0,484.0,1,3,2,168,0,0,0,0,0,1,1,0,12,2008,157500
428,491,528292030,60,3,69.0,15896,2,2,4,3,7,5,1999,1999,210.0,4,3,4,3,1,5,913.0,1,0.0,264.0,1177.0,5,2,4,1223,1089,0,2312,1.0,0.0,2,1,4,1,4,8,4,1,3,1999.0,3,3.0,658.0,3,3,2,298,0,0,0,0,0,1,1,0,5,2009,245000
429,1002,527140090,120,3,41.0,5395,3,4,4,3,8,5,1993,1993,0.0,4,3,4,3,1,6,733.0,1,0.0,604.0,1337.0,4,2,4,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,4,1,3,1993.0,2,2.0,462.0,2,3,2,96,0,70,168,0,0,1,1,0,10,2008,180000
431,1455,907251090,60,3,75.0,9473,4,2,4,3,8,5,2002,2002,0.0,4,3,4,3,1,6,804.0,1,0.0,324.0,1128.0,5,2,4,1128,903,0,2031,1.0,0.0,2,1,3,1,4,7,4,1,4,2002.0,2,2.0,577.0,2,3,2,0,211,0,0,0,0,1,1,0,3,2008,237000
432,908,909175080,30,3,60.0,8400,4,3,4,3,2,5,1920,1950,0.0,3,3,3,2,1,3,290.0,1,0.0,0.0,290.0,3,0,2,438,0,0,438,0.0,0.0,1,0,1,1,2,3,4,0,1,1930.0,1,1.0,246.0,1,3,0,0,0,0,0,0,0,1,1,0,1,2009,60000
433,1490,908103260,85,3,64.0,12102,4,2,4,3,5,5,1976,1976,222.0,3,3,4,4,4,5,456.0,1,0.0,0.0,456.0,5,2,4,1033,0,0,1033,0.0,1.0,1,0,3,1,3,6,4,0,1,1976.0,2,2.0,504.0,2,3,2,224,0,0,0,0,0,1,1,0,4,2008,165000
434,1465,907262060,60,3,41.0,10905,2,2,4,3,7,5,2003,2003,0.0,4,3,4,3,1,1,0.0,1,0.0,1129.0,1129.0,5,2,4,1129,1198,0,2327,0.0,0.0,2,1,4,1,4,9,4,1,4,2003.0,2,2.0,596.0,2,3,2,0,57,0,0,0,0,1,1,0,8,2008,240000
435,1627,527163080,20,3,69.0,9556,3,2,4,3,7,5,1992,1993,52.0,3,3,4,3,1,1,0.0,1,0.0,1168.0,1168.0,4,2,4,1187,0,0,1187,0.0,0.0,2,0,3,1,4,6,4,0,1,1992.0,2,2.0,420.0,2,3,2,0,21,0,0,0,0,1,1,0,8,2007,160000
436,2849,909201180,190,4,58.0,6430,4,3,4,3,6,6,1945,1950,0.0,3,3,3,3,3,4,780.0,1,0.0,0.0,780.0,3,0,2,816,524,0,1340,1.0,0.0,1,0,3,1,3,6,4,0,1,1945.0,1,1.0,440.0,1,3,2,0,0,0,0,0,0,1,1,0,7,2006,128000
437,1501,908201100,90,3,65.0,6040,4,2,4,3,4,5,1955,1955,0.0,3,3,0,0,1,1,0.0,1,0.0,0.0,0.0,3,0,1,1152,0,0,1152,0.0,0.0,2,0,2,2,2,6,4,0,1,1978.7077955601449,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,6,2008,82000
438,626,535125070,20,3,80.0,14695,3,2,4,3,6,8,1966,2008,210.0,3,4,3,3,1,5,1387.0,1,0.0,175.0,1562.0,4,2,4,1567,0,0,1567,1.0,0.0,2,0,2,1,4,5,4,2,4,1966.0,1,2.0,542.0,1,3,2,0,110,0,0,342,0,1,2,0,7,2009,256000
439,722,902401130,70,1,50.0,9000,4,2,4,3,7,9,1920,1988,0.0,3,4,3,3,1,5,624.0,1,0.0,26.0,650.0,5,2,4,832,650,0,1482,0.0,1.0,1,0,3,1,3,7,4,0,1,1930.0,1,2.0,324.0,1,3,2,0,0,0,0,0,0,1,1,0,7,2009,143000
440,2260,916384050,20,3,67.0,8368,3,4,4,3,7,5,2006,2007,0.0,4,3,4,3,1,1,0.0,1,0.0,1689.0,1689.0,5,2,4,1689,0,0,1689,0.0,0.0,2,0,3,1,4,7,4,0,1,2007.0,3,2.0,433.0,3,3,2,100,39,0,0,0,0,1,1,0,4,2007,231713
441,1639,527226040,190,3,195.0,41600,3,2,4,3,5,5,1969,1990,0.0,3,3,4,3,4,5,1047.0,1,0.0,53.0,1100.0,3,2,4,1424,0,0,1424,1.0,0.0,1,1,3,1,3,7,2,0,1,1969.0,1,3.0,828.0,1,3,0,144,0,0,0,0,0,1,1,0,11,2007,155000
442,1603,923252100,20,3,59.0,6490,4,2,4,3,5,7,1983,1983,0.0,3,4,3,3,1,6,534.0,1,0.0,282.0,816.0,5,2,4,816,0,0,816,0.0,1.0,1,0,2,1,3,4,4,0,1,1983.0,1,1.0,264.0,1,3,2,315,0,0,0,0,0,1,2,0,4,2008,128500
443,1520,909177120,30,3,60.0,7290,4,2,4,3,7,8,1921,1950,174.0,3,3,3,3,1,1,0.0,1,0.0,1228.0,1228.0,5,2,4,1424,0,0,1424,0.0,0.0,2,0,2,1,3,7,4,1,4,1921.0,1,1.0,312.0,1,3,2,0,0,90,0,0,0,1,1,0,4,2008,168000
444,1665,527402240,60,3,69.0,7472,3,2,4,3,7,9,1972,2004,138.0,3,3,3,3,1,5,626.0,1,0.0,99.0,725.0,4,2,4,725,754,0,1479,1.0,0.0,1,1,4,1,4,7,4,0,1,1972.0,3,2.0,484.0,3,3,2,0,32,0,0,0,0,1,1,0,6,2007,184000
445,2635,535478110,190,3,70.0,7000,4,2,4,3,5,5,1962,1962,0.0,3,3,3,3,3,5,953.0,1,0.0,72.0,1025.0,3,2,4,1025,0,0,1025,1.0,0.0,1,0,3,1,3,6,4,0,1,1978.7077955601449,0,0.0,0.0,0,0,2,96,80,0,0,0,0,1,1,0,3,2006,124000
446,581,534127130,20,3,69.0,11717,3,2,4,3,6,6,1970,1970,571.0,3,3,3,3,1,1,0.0,1,0.0,1442.0,1442.0,3,2,4,1442,0,0,1442,0.0,0.0,2,0,2,1,3,6,4,1,3,1970.0,2,2.0,615.0,2,3,2,371,0,0,0,0,0,1,1,0,2,2009,185000
447,2435,528240080,60,3,106.0,11194,3,2,4,3,8,5,2000,2000,40.0,4,3,4,3,1,1,0.0,1,0.0,1406.0,1406.0,5,2,4,1454,482,0,1936,0.0,0.0,2,1,3,1,4,7,4,1,3,2000.0,2,2.0,504.0,2,3,2,188,124,0,0,0,0,1,1,0,11,2006,230500
448,2799,907285010,60,3,90.0,11250,3,2,4,3,7,5,1998,1998,227.0,3,3,4,3,2,5,796.0,1,0.0,258.0,1054.0,5,2,4,1070,869,0,1939,0.0,1.0,2,1,3,1,4,8,4,1,3,1998.0,2,3.0,555.0,2,3,2,128,84,0,0,0,0,1,1,0,5,2006,227000
449,883,907414080,60,3,64.0,8633,4,2,4,3,6,5,2005,2005,0.0,4,3,4,3,1,6,193.0,1,0.0,545.0,738.0,5,2,4,738,738,0,1476,1.0,0.0,2,1,3,1,4,7,4,0,1,2005.0,3,2.0,540.0,3,3,2,100,35,0,0,0,0,1,1,0,2,2009,173500
450,2537,534201300,85,3,70.0,8400,4,2,4,3,5,6,1968,1968,0.0,3,3,4,3,4,6,744.0,1,0.0,89.0,833.0,4,2,4,898,0,0,898,1.0,0.0,1,0,3,1,3,6,4,0,1,1968.0,2,1.0,326.0,2,3,2,143,0,0,0,0,0,1,1,0,8,2006,140000
451,1120,528439010,20,3,87.0,10037,4,2,4,3,8,5,2006,2007,0.0,4,3,5,3,1,6,666.0,1,0.0,794.0,1460.0,5,2,4,1460,0,0,1460,0.0,0.0,2,0,3,1,4,6,4,1,4,2006.0,3,2.0,480.0,3,3,2,0,20,0,0,0,0,1,1,0,8,2008,247000
452,774,905107310,85,3,69.0,8014,3,2,4,3,6,5,1978,1978,23.0,3,3,4,3,4,6,456.0,1,0.0,0.0,456.0,3,2,4,1034,0,0,1034,0.0,1.0,1,0,3,1,3,5,4,1,2,1978.0,3,2.0,504.0,3,3,2,0,0,0,0,0,0,1,1,0,6,2009,149900
453,1447,907202010,20,3,69.0,12250,3,2,4,3,5,6,1978,1978,180.0,3,3,4,3,2,5,781.0,1,0.0,83.0,864.0,5,2,4,1174,0,0,1174,1.0,0.0,1,0,3,1,3,5,4,0,1,1978.0,1,2.0,528.0,1,3,2,211,0,280,0,0,0,1,1,0,5,2008,158000
455,2694,903454080,50,1,50.0,8600,4,3,4,3,6,6,1937,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,780.0,780.0,3,2,4,780,596,0,1376,0.0,0.0,2,0,3,1,3,7,4,1,4,1937.0,1,1.0,198.0,1,3,0,0,0,0,0,0,0,1,1,0,6,2006,119500
456,920,909275080,50,3,60.0,13680,4,4,4,2,5,6,1940,1950,0.0,3,3,3,3,1,5,728.0,1,0.0,112.0,840.0,5,2,4,840,727,0,1567,1.0,0.0,1,1,2,1,3,6,2,2,3,1961.0,1,2.0,440.0,1,3,2,0,21,150,0,0,0,1,4,0,2,2009,205000
457,1951,535379110,70,3,60.0,10800,4,2,4,3,5,9,1895,1999,0.0,3,4,4,3,3,1,0.0,1,0.0,736.0,736.0,5,2,4,751,783,0,1534,0.0,0.0,1,1,3,1,4,6,4,0,1,1978.7077955601449,0,0.0,0.0,0,0,0,0,112,0,0,0,0,1,1,0,7,2007,148000
458,9,527146030,120,3,39.0,5389,3,2,4,3,8,5,1995,1996,0.0,4,3,4,3,1,6,1180.0,1,0.0,415.0,1595.0,5,2,4,1616,0,0,1616,1.0,0.0,2,0,2,1,4,5,4,1,3,1995.0,2,2.0,608.0,2,3,2,237,152,0,0,0,0,1,1,0,3,2010,236500
459,2848,909176180,50,3,60.0,10890,4,2,4,3,5,5,1938,1950,0.0,3,3,2,3,1,2,930.0,1,0.0,128.0,1058.0,3,2,4,1058,493,0,1551,1.0,0.0,2,0,3,1,2,6,4,0,1,1938.0,1,1.0,240.0,1,3,2,0,0,0,0,0,0,1,3,0,7,2006,137000
460,614,534431130,20,3,68.0,9768,4,2,4,3,5,5,1955,1955,0.0,3,3,3,3,1,3,100.0,5,247.0,613.0,960.0,4,2,4,960,0,0,960,1.0,0.0,1,0,2,1,3,5,4,0,1,1955.0,2,1.0,330.0,2,3,2,0,70,0,0,0,0,1,3,0,2,2009,122000
461,1736,528222030,20,3,73.0,8993,3,2,4,3,7,5,2007,2007,0.0,4,3,4,3,3,1,0.0,1,0.0,1302.0,1302.0,5,2,4,1302,0,0,1302,0.0,0.0,2,0,3,1,4,6,4,0,1,2007.0,3,2.0,436.0,3,3,2,0,22,0,0,0,0,1,1,0,8,2007,176485
462,2686,903400030,30,3,50.0,11672,2,2,4,3,5,5,1925,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,816.0,816.0,3,2,3,816,0,0,816,0.0,0.0,1,0,2,1,3,4,4,0,1,1925.0,1,1.0,210.0,1,2,0,168,0,112,0,0,0,1,1,0,7,2006,109000
463,2257,916253320,120,1,69.0,9763,3,2,4,3,7,5,1998,1998,239.0,4,3,4,3,1,6,1102.0,5,72.0,328.0,1502.0,5,2,4,1502,0,0,1502,1.0,0.0,1,1,1,1,4,5,4,1,3,1998.0,3,1.0,286.0,3,3,2,0,0,0,0,0,0,1,1,0,9,2007,330000
464,1284,902100020,20,1,56.0,9836,4,3,4,3,6,5,2008,2008,0.0,3,3,3,3,1,6,96.0,1,0.0,96.0,192.0,4,0,4,1133,0,0,1133,1.0,0.0,1,0,3,1,3,7,4,0,1,2008.0,1,1.0,308.0,1,3,2,0,175,0,0,0,0,1,1,0,12,2008,143000
465,1765,528340030,60,3,89.0,10557,3,2,4,3,9,5,1998,1998,422.0,4,3,5,3,4,6,672.0,1,0.0,736.0,1408.0,5,2,4,1671,1407,0,3078,1.0,0.0,2,1,4,1,4,9,4,1,3,1998.0,3,3.0,806.0,3,3,2,108,87,0,0,0,0,1,1,0,7,2007,410000
466,1811,531380110,60,3,70.0,8462,3,2,4,3,6,5,1994,1994,105.0,4,4,4,4,1,6,814.0,1,0.0,114.0,928.0,5,2,4,936,785,0,1721,0.0,1.0,2,1,3,1,4,7,4,0,1,1994.0,2,2.0,471.0,2,3,2,300,87,0,0,0,0,1,1,0,7,2007,201000
467,2603,535380130,50,3,60.0,10818,4,2,4,3,4,4,1910,1950,0.0,3,3,2,3,1,1,0.0,1,0.0,1077.0,1077.0,3,2,3,981,779,0,1760,0.0,0.0,1,1,4,1,3,7,4,1,3,1935.0,1,2.0,648.0,1,3,2,120,0,96,0,0,0,1,1,0,2,2006,80000
468,2220,909282020,70,3,61.0,7259,3,2,4,2,6,8,1945,2002,0.0,3,3,3,3,1,5,774.0,2,150.0,104.0,1028.0,5,2,4,1436,884,0,2320,1.0,0.0,2,1,3,1,4,9,4,1,3,1945.0,1,1.0,180.0,1,3,2,224,0,0,0,0,0,1,3,0,7,2007,259500
469,2273,916477060,60,3,69.0,11800,3,2,4,3,7,5,2003,2004,94.0,4,3,4,3,4,6,766.0,1,0.0,356.0,1122.0,5,2,4,1146,1340,0,2486,1.0,0.0,3,1,5,1,4,10,4,1,4,2003.0,3,2.0,452.0,3,3,2,143,32,0,0,0,0,1,1,0,7,2007,279900
470,163,535453070,20,3,75.0,7500,4,2,4,3,5,7,1959,1994,0.0,3,3,3,3,1,2,340.0,3,906.0,0.0,1246.0,5,2,4,1246,0,0,1246,1.0,0.0,1,1,3,1,4,6,4,0,1,1959.0,2,1.0,305.0,2,3,2,218,0,0,0,0,0,1,4,0,5,2010,154000
471,2116,906426060,50,3,69.0,159000,2,1,4,1,6,7,1958,2006,472.0,4,3,4,3,4,3,697.0,1,0.0,747.0,1444.0,4,2,4,1444,700,0,2144,0.0,1.0,2,0,4,1,4,7,4,2,3,1958.0,3,2.0,389.0,3,3,2,0,98,0,0,0,0,1,1,500,6,2007,277000
472,2734,905403050,50,3,62.0,6488,4,2,4,3,5,5,1942,1950,0.0,3,3,3,3,1,2,230.0,1,0.0,569.0,799.0,5,0,3,799,351,0,1150,0.0,0.0,1,0,3,1,3,6,2,2,3,1942.0,1,1.0,215.0,1,3,2,264,0,0,0,0,0,1,1,0,3,2006,128000
473,426,528108010,20,3,110.0,14230,4,2,4,3,8,5,2007,2007,640.0,4,3,4,3,1,1,0.0,1,0.0,1566.0,1566.0,5,2,4,1600,0,0,1600,0.0,0.0,2,0,3,1,4,7,4,1,4,2007.0,2,3.0,890.0,2,3,2,0,56,0,0,0,0,1,1,0,7,2009,256300
474,2216,909276210,50,3,110.0,7810,3,4,4,3,4,6,1930,2003,0.0,3,4,3,4,1,6,189.0,1,0.0,741.0,930.0,5,2,4,1230,525,0,1755,0.0,0.0,2,0,4,1,4,7,4,1,3,1930.0,1,1.0,231.0,1,3,2,0,40,0,0,0,0,1,1,0,11,2007,188000
475,2900,916475100,20,3,85.0,14331,4,2,4,3,8,5,2002,2002,630.0,4,3,5,3,4,6,1274.0,1,0.0,526.0,1800.0,5,2,4,1800,0,0,1800,1.0,0.0,2,0,3,1,4,7,4,1,4,2002.0,3,3.0,765.0,3,3,2,270,78,0,0,0,0,1,1,0,5,2006,312500
477,1680,527451170,160,1,24.0,1920,4,2,4,3,5,5,1971,1971,376.0,3,3,3,3,1,5,471.0,1,0.0,294.0,765.0,5,2,4,765,600,0,1365,1.0,0.0,1,1,2,1,3,6,3,0,1,1971.0,1,2.0,440.0,1,3,2,240,36,0,0,0,0,1,1,0,8,2007,122500
478,1133,531371070,60,3,68.0,10110,4,2,4,3,6,5,2003,2003,0.0,4,3,4,3,2,6,80.0,5,555.0,200.0,835.0,5,2,4,835,861,0,1696,1.0,0.0,2,1,3,1,4,7,4,0,1,2003.0,2,2.0,542.0,2,3,2,143,66,0,0,0,0,1,1,0,7,2008,188000
479,2761,906394010,60,3,91.0,10984,3,2,4,3,7,5,2005,2006,0.0,4,3,4,3,4,1,0.0,1,0.0,945.0,945.0,5,2,4,945,864,0,1809,0.0,0.0,2,1,3,1,4,8,4,0,1,2005.0,2,2.0,638.0,2,3,2,144,54,0,0,0,0,1,1,0,5,2006,209700
480,1642,527256030,20,3,85.0,14082,3,4,4,3,8,5,2006,2006,945.0,4,3,5,4,4,6,1558.0,1,0.0,662.0,2220.0,5,2,4,2234,0,0,2234,1.0,0.0,1,1,1,1,4,7,4,1,4,2006.0,2,2.0,724.0,2,3,2,390,80,0,0,0,0,1,1,0,1,2007,441929
481,1141,531382110,60,3,50.0,8480,3,2,4,3,6,5,1993,1994,120.0,4,3,4,3,1,6,602.0,1,0.0,284.0,886.0,5,2,4,886,794,0,1680,0.0,1.0,2,1,3,1,4,7,4,0,1,1993.0,2,2.0,474.0,2,3,2,144,96,0,0,0,0,1,1,0,10,2008,163000
482,2118,906475110,60,3,69.0,12205,3,1,4,3,6,8,1966,2007,157.0,3,3,3,2,4,2,568.0,1,0.0,264.0,832.0,4,2,4,976,1111,0,2087,0.0,0.0,2,1,5,1,4,9,4,0,1,1966.0,3,2.0,444.0,3,3,2,133,168,0,0,0,0,1,1,0,7,2007,187500
483,870,907275010,20,3,90.0,15750,4,2,4,3,8,5,1999,2000,260.0,4,3,4,3,4,6,1246.0,1,0.0,216.0,1462.0,5,2,4,1513,0,0,1513,1.0,0.0,2,0,2,1,4,5,4,1,3,1999.0,3,2.0,521.0,3,3,2,135,34,0,0,0,0,1,1,0,6,2009,220000
484,1875,534201040,20,3,70.0,8050,4,2,4,3,5,6,1967,1993,0.0,3,3,3,3,1,5,474.0,4,38.0,437.0,949.0,3,2,4,1107,0,0,1107,1.0,0.0,1,0,3,1,4,5,4,0,1,1967.0,2,1.0,308.0,2,3,2,88,64,0,0,0,0,1,1,0,3,2007,127000
485,155,535327140,20,3,60.0,7200,4,2,4,3,5,7,1955,2007,0.0,3,3,0,0,1,1,0.0,1,0.0,0.0,0.0,5,2,4,827,0,0,827,0.0,0.0,1,0,2,1,3,5,2,1,1,1967.0,1,1.0,392.0,1,3,2,0,0,0,0,0,0,1,1,0,4,2010,107500
486,1318,902328040,75,1,35.0,6300,4,2,4,3,6,6,1914,2001,0.0,3,3,3,3,1,1,0.0,1,0.0,742.0,742.0,5,2,4,742,742,0,1484,0.0,0.0,2,0,3,1,3,9,4,1,4,1978.7077955601449,0,0.0,0.0,0,0,2,0,291,134,0,0,0,1,1,0,6,2008,128000
487,1285,902100030,30,1,30.0,5232,1,3,4,3,5,5,1925,2004,0.0,3,3,2,3,1,1,0.0,1,0.0,680.0,680.0,4,0,1,764,0,0,764,0.0,0.0,1,0,2,1,3,4,4,0,1,1965.0,1,2.0,504.0,1,3,0,0,0,0,0,0,0,1,1,0,6,2008,73000
488,2400,528164040,20,3,72.0,11846,3,4,4,3,9,5,2003,2004,562.0,4,3,5,3,4,6,1567.0,1,0.0,225.0,1792.0,5,2,4,1792,0,0,1792,1.0,0.0,2,0,2,1,5,6,4,1,4,2003.0,3,3.0,874.0,3,3,2,206,49,0,0,0,0,1,1,0,8,2006,374000
489,1068,528178070,60,3,130.0,16900,4,2,4,3,8,5,2001,2002,1110.0,4,3,5,3,2,6,1075.0,1,0.0,404.0,1479.0,5,2,4,1515,1134,0,2649,1.0,0.0,2,1,4,1,4,10,4,1,3,2001.0,3,3.0,746.0,3,3,2,0,60,0,0,0,0,1,1,0,1,2008,421250
490,361,527164060,60,3,69.0,9636,3,2,4,3,6,5,1992,1993,0.0,3,3,4,3,1,1,0.0,1,0.0,808.0,808.0,4,2,4,808,785,0,1593,0.0,0.0,2,1,3,1,3,7,4,1,3,1993.0,2,2.0,389.0,2,3,2,342,40,0,0,0,0,1,3,0,12,2009,178000
491,1493,908128050,85,3,90.0,10012,4,2,4,3,4,5,1972,1972,0.0,3,3,4,3,3,4,920.0,3,180.0,38.0,1138.0,3,2,4,1181,0,0,1181,1.0,0.0,2,0,3,1,3,6,4,0,1,1974.0,2,2.0,588.0,2,3,2,0,0,180,0,0,0,1,3,0,4,2008,137500
492,1110,528390020,20,3,91.0,14303,3,2,4,3,8,5,1994,1994,554.0,4,3,4,3,4,6,1314.0,1,0.0,672.0,1986.0,5,2,4,1987,0,0,1987,1.0,0.0,2,0,2,1,4,7,4,1,3,1994.0,3,2.0,691.0,3,3,2,262,36,0,0,0,0,1,1,0,8,2008,301500
493,911,909250080,70,3,43.0,5707,4,3,4,3,6,6,1935,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,583.0,583.0,4,2,2,647,595,0,1242,0.0,0.0,1,1,3,1,3,6,4,1,4,1926.0,1,1.0,180.0,1,3,2,329,96,0,0,0,0,1,1,0,3,2009,105000
494,2535,534201260,20,3,78.0,9360,4,2,4,3,6,7,1968,2004,203.0,3,3,3,3,3,5,760.0,1,0.0,216.0,976.0,3,2,4,976,0,0,976,1.0,0.0,1,0,2,1,4,4,4,1,2,1968.0,2,2.0,504.0,2,3,2,94,0,0,0,0,0,1,1,0,8,2006,157500
495,2030,903430050,50,1,40.0,5680,4,2,4,3,5,3,1901,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,969.0,969.0,3,0,3,969,245,0,1214,0.0,0.0,1,0,2,1,3,6,4,0,1,1920.0,1,1.0,216.0,1,3,0,0,0,77,0,0,0,1,3,0,9,2007,117000
496,2634,535478090,20,3,70.0,7000,4,2,4,3,5,6,1962,1962,0.0,3,3,3,3,1,4,468.0,1,0.0,396.0,864.0,4,2,4,864,0,0,864,0.0,1.0,1,0,3,1,3,5,4,0,1,1962.0,1,1.0,336.0,1,3,2,0,0,0,0,0,0,1,2,0,2,2006,105000
